Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Weight OPP,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,YPC,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/REC,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Touches,SCRIM Yards,SCRIM TDs,SCRIM YDs/Play,Fantasy Points,FPOE,PPR Rank
Courtland Sutton,DEN,WR,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Curtis Samuel,CAR,WR,2017,1,26,27,17,54,221,41,75.9%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,3,23,1,33.3%,7.7,-,-,-,-,0,4,5,19.2%,0,80%,0,-,31,7.8,6.2,11.4,1,25.0%,1.15,57,25.8%,0.47,0.54,7,7,54,2,1.00,21.4,9.4,10
D'Andre Swift,DET,RB,2020,1,40,42,19,61,398,38,62.3%,52.6%,9.8,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,6,1,0,0.0%,0.2,0,0,0.0%,0,0,3,4,10.0%,0,75%,0,-,22,7.3,5.5,2.8,0,0.0%,0.52,11,2.8%,0.17,2.00,17,9,23,0,0.38,5.3,-2.8,43
D'Ernest Johnson,CLE,RB,2018,1,25,25,21,49,109,6,12.2%,14.3%,2.8,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,2,6,0,0.0%,3.0,0,0,0.0%,0,0,1,1,4.0%,0,100%,0,-,5,5.0,5.0,5.0,0,0.0%,0.20,5,4.6%,0.09,1.00,0,3,11,0,0.22,2.1,-0.1,56
DaeSean Hamilton,DEN,WR,2018,1,38,41,24,65,309,61,93.8%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,4,5,13.2%,0,80%,0,-,82,20.5,16.4,11.2,1,25.0%,2.00,56,18.1%,0.32,1.46,44,4,82,1,1.26,18.2,9.5,17
Dak Prescott,DAL,QB,2016,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.0,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Dallas Goedert,PHI,TE,2018,1,26,28,26,63,0,53,84.1%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,1,1,3.8%,0,100%,0,-,15,15.0,15.0,0.0,0,0.0%,0.54,0,-,-,-,0,1,15,0,0.24,2.5,0.0,30
Dalton Schultz,DAL,TE,2018,1,38,40,33,79,0,75,94.9%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,6,8,21.1%,0,75%,0,-,53,8.8,6.6,0.0,0,0.0%,1.33,0,-,-,-,0,6,53,0,0.67,11.3,0.0,9
Dalvin Cook,MIN,RB,2017,1,14,14,37,52,25,46,88.5%,89.2%,22.2,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,30,163,3,10.0%,5.4,0,0,0.0%,0,0,2,3,21.4%,0,67%,0,-,63,31.5,21.0,-4.3,1,50.0%,4.50,-13,-52.0%,-0.04,-4.85,71,32,226,4,4.35,48.6,19.3,1
Damien Harris,NE,RB,2019,1,23,25,30,65,156,20,30.8%,53.3%,9.3,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,16,102,1,6.3%,6.4,0,0,0.0%,-,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,16,102,1,1.57,16.2,6.7,9
Damiere Byrd,NE,WR,2016,1,23,25,30,65,156,65,100.0%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,3,4,17.4%,0,75%,0,-,39,13.0,9.8,10.3,0,0.0%,1.56,41,26.3%,0.44,0.95,10,3,39,0,0.60,6.9,0.4,54
Dan Arnold,ARI,TE,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Daniel Jones,NYG,QB,2019,1,41,42,26,0,0,0,-,-,-,25,41,256,2,2,61.00%,4.90%,6.2,5.0,0,0,0.0,74.8,0.0,3,20,0,0.00%,6.7,-,-,-,-,0,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,0,-,-,-,0,3,20,0,-,16.2,0.0,16
Danny Amendola,DET,WR,2008,1,40,42,19,61,398,41,67.2%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,3,4,10.0%,0,75%,0,-,54,18.0,13.5,10.3,0,0.0%,1.29,41,10.3%,0.22,1.32,16,3,54,0,0.89,8.4,2.4,46
Dante Pettis,SF,WR,2018,1,40,41,25,70,291,3,4.3%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,1,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,-2.0,0.0,98
Darius Slayton,NYG,WR,2019,1,41,42,26,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,5,9,22.00%,0,56%,0,-,56,11.2,6.2,0.0,0,0.00%,1.33,0,-,-,-,0,5,56,0,-,10.6,0.0,39
Darnell Mooney,CHI,WR,2020,1,41,41,27,70,326,65,92.9%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,5,6,14.6%,0,83%,0,-,69,13.8,11.5,17.0,1,20.0%,1.68,102,31.3%,0.44,0.68,11,5,69,1,0.99,17.9,7.1,18
Darrel Williams,KC,RB,2018,1,47,47,27,66,338,8,12.1%,14.8%,3.3,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,3,19,0,0.0%,6.3,0,0,0.0%,0,0,1,1,2.1%,0,100%,0,-,7,7.0,7.0,-1.0,0,0.0%,0.15,-1,-0.3%,0.03,-7.00,8,4,26,0,0.39,3.6,0.7,51
Darrell Henderson,LAR,RB,2019,1,58,61,33,95,378,18,18.9%,30.3%,7.8,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,8,47,0,0.0%,5.9,0,0,0.0%,0,0,1,2,3.4%,0,50%,0,-,11,11.0,5.5,0.0,0,0.0%,0.18,0,0.0%,0.05,-,9,9,58,0,0.61,6.8,-0.1,35
Darren Fells,HOU,TE,2013,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Darren Waller,LV,TE,2015,1,22,24,42,72,141,57,79.2%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,5,6,27.3%,0,83%,0,-,28,5.6,4.7,2.2,0,0.0%,1.17,13,9.2%,0.47,2.15,19,5,28,0,0.39,7.8,-0.4,13
Darrynton Evans,TEN,RB,2020,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Darwin Thompson,KC,RB,2019,1,47,47,27,66,338,7,10.6%,18.5%,3.9,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,4,3,0,0.0%,0.8,0,0,0.0%,0,0,0,1,2.1%,0,0%,0,-,0,-,0.0,0.0,0,-,0.00,0,0.0%,0.03,-,0,4,3,0,0.05,0.3,-1.3,62
Davante Adams,GB,WR,2014,1,39,41,30,75,311,71,94.7%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,7,12,30.8%,0,58%,0,-,53,7.6,4.4,10.0,3,42.9%,1.29,120,38.6%,0.73,0.44,8,7,53,3,0.71,30.3,7.0,2
David Johnson,HOU,RB,2015,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
David Montgomery,CHI,RB,2019,1,41,41,27,70,326,59,84.3%,96.3%,20.1,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,21,89,0,0.0%,4.2,0,0,0.0%,0,0,2,5,12.2%,0,40%,0,-,16,8.0,3.2,2.0,0,0.0%,0.39,10,3.1%,0.20,1.60,7,23,105,0,1.50,12.5,-8.7,20
David Moore,SEA,WR,2017,1,36,37,27,68,260,20,29.4%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,2,28,0,0.0%,14.0,-,-,-,-,0,3,3,8.3%,0,100%,0,-,18,6.0,6.0,4.0,1,33.3%,0.49,12,4.6%,0.16,1.50,6,5,46,1,0.68,13.6,7.4,29
David Njoku,CLE,TE,2017,1,25,25,21,49,109,29,59.2%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,1,3,12.0%,0,33%,0,-,19,19.0,6.3,2.7,0,0.0%,0.76,8,7.3%,0.23,2.38,22,1,19,0,0.39,2.9,-3.6,27
Dawson Knox,BUF,TE,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
DeAndre Hopkins,ARI,WR,2013,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Deebo Samuel,SF,WR,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
DeeJay Dallas,SEA,RB,2020,1,36,37,27,68,260,54,79.4%,77.8%,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,18,41,1,5.6%,2.3,0,0,0.0%,0,0,2,3,8.3%,0,67%,0,-,18,9.0,6.0,1.0,0,0.0%,0.49,3,1.2%,0.13,6.00,14,20,59,1,0.87,13.9,-3.5,15
Demarcus Robinson,KC,WR,2016,1,47,47,27,66,338,36,54.5%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,4,5,10.6%,0,80%,0,-,63,15.8,12.6,12.6,1,25.0%,1.34,63,18.6%,0.29,1.00,11,4,63,1,0.95,16.3,7.5,20
Denzel Mims,NYJ,WR,2020,1,28,30,24,57,194,55,96.5%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,2,3,10.7%,0,67%,0,-,42,21.0,14.0,18.0,0,0.0%,1.40,54,27.8%,0.36,0.78,6,2,42,0,0.74,6.2,1.6,55
Deonte Harris,NO,WR,2019,1,41,41,35,74,190,39,52.7%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,1,-2,0,0.0%,-2.0,-,-,-,-,0,3,3,7.3%,0,100%,0,-,19,6.3,6.3,2.7,0,0.0%,0.46,8,4.2%,0.14,2.38,11,4,17,0,0.23,4.7,-2.3,63
Derek Carr,LV,QB,2014,1,22,24,42,72,141,72,100.0%,-,-,15,24,112,1,0,62.5%,4.2%,4.7,5.5,141,52,5.9,87.5,1.0,6,41,0,0.0%,6.8,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,6,41,0,0.57,12.6,-2.6,20
Derrick Henry,TEN,RB,2016,1,29,30,30,62,259,33,53.2%,63.3%,12.0,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,18,112,1,5.6%,6.2,0,0,0.0%,0,0,0,1,3.4%,0,0%,0,-,0,-,0.0,0.0,0,-,0.00,0,0.0%,0.05,-,0,18,112,1,1.81,17.2,4.4,7
DeSean Jackson,PHI,WR,2008,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Deshaun Watson,HOU,QB,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.0,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Devante Parker,MIA,WR,2015,1,22,22,30,49,118,29,59.2%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,1,2,9.1%,0,50%,0,-,3,3.0,1.5,0.5,1,100.0%,0.14,1,0.8%,0.14,3.00,0,1,3,1,0.06,7.3,2.5,51
Devin Duvernay,BAL,WR,2020,1,26,28,34,82,232,37,45.1%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,1,3,11.5%,0,33%,0,-,39,39.0,13.0,13.7,0,0.0%,1.39,41,17.7%,0.30,0.95,2,1,39,0,0.48,4.9,0.2,62
Devin Singletary,BUF,RB,2019,1,18,18,30,58,179,28,48.3%,50.0%,9.7,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,14,86,0,0.0%,6.1,0,0,0.0%,0,0,1,1,5.6%,0,100%,0,-,6,6.0,6.0,2.0,0,0.0%,0.33,2,1.1%,0.09,3.00,4,15,92,0,1.59,10.2,2.2,23
Devonta Freeman,NYG,RB,2014,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Devontae Booker,LV,RB,2016,1,22,24,42,72,141,10,13.9%,14.3%,4.5,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,5,29,0,0.0%,5.8,0,0,0.0%,0,0,1,1,4.5%,0,100%,0,-,17,17.0,17.0,-1.0,0,0.0%,0.71,-1,-0.7%,0.06,-17.00,18,6,46,0,0.64,5.6,1.7,41
Dion Lewis,NYG,RB,2011,1,41,42,26,0,0,0,-,11.50%,4.8,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,0,0,0.00%,0,0,2,3,7.30%,0,67%,0,-,8,4.0,2.7,0.0,1,50.00%,0.19,0,-,-,-,0,2,8,1,-,8.8,0.0,29
Diontae Johnson,PIT,WR,2019,1,32,32,21,53,232,41,77.4%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,1,3,9.4%,0,33%,0,-,6,6.0,2.0,19.7,0,0.0%,0.19,59,25.4%,0.32,0.10,5,1,6,0,0.11,1.6,-2.8,77
DJ Chark,JAC,WR,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
DJ Moore,CAR,WR,2018,1,26,27,17,54,221,48,88.9%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,2,5,19.2%,0,40%,0,-,55,27.5,11.0,17.8,0,0.0%,2.04,89,40.3%,0.57,0.62,10,2,55,0,1.02,7.5,-2.0,48
DK Metcalf,SEA,WR,2019,1,36,37,27,68,260,65,95.6%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,12,15,41.7%,0,80%,0,-,161,13.4,10.7,9.7,2,16.7%,4.35,145,55.8%,1.02,1.11,64,12,161,2,2.37,40.1,14.9,1
Donovan Peoples-Jones,CLE,WR,2020,1,25,25,21,49,109,4,8.2%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,0.0,0.0,82
Dontrelle Inman,WAS,WR,2011,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Drew Brees,NO,QB,2001,1,41,41,35,74,190,70,94.6%,-,-,31,41,280,2,0,75.6%,4.9%,6.8,7.8,190,111,4.6,109.8,4.2,3,4,0,0.0%,1.3,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,3,4,0,0.05,19.6,3.0,8
Drew Lock,DEN,QB,2019,1,38,41,24,65,309,65,100.0%,-,-,26,41,248,3,1,63.4%,7.3%,6.0,6.4,309,133,7.5,94.4,2.2,2,-1,0,0.0%,-0.5,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,2,-1,0,-0.02,19.8,2.1,7
Drew Sample,CIN,TE,2019,1,35,37,34,73,225,62,84.9%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,1,2.9%,0,0%,0,-,0,-,0.0,5.0,0,-,0.00,5,2.2%,0.06,0.00,0,0,0,0,0.00,0.0,-2.4,36
Duke Johnson,HOU,RB,2015,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Dwayne Haskins,WAS,QB,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.0,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Emmanuel Sanders,NO,WR,2010,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Eric Ebron,PIT,TE,2014,1,32,32,21,53,232,46,86.8%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,4,5,15.6%,0,80%,0,-,48,12.0,9.6,6.2,1,25.0%,1.50,31,13.4%,0.33,1.55,22,4,48,1,0.91,14.8,6.4,3
Evan Engram,NYG,TE,2017,1,41,42,26,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,1,9,0,0.00%,9.0,-,-,-,-,0,5,10,24.40%,0,50%,0,-,61,12.2,6.1,0.0,0,0.00%,1.45,0,-,-,-,0,6,70,0,-,12.0,0.0,7
Ezekiel Elliott,DAL,RB,2016,1,38,40,33,79,0,62,78.5%,63.6%,14.2,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,19,63,0,0.0%,3.3,0,0,0.0%,0,0,1,2,5.3%,0,50%,0,-,10,10.0,5.0,0.0,0,0.0%,0.25,0,-,-,-,0,20,73,0,0.92,8.3,0.0,33
Frank Gore,NYJ,RB,2005,1,28,30,24,57,194,22,38.6%,41.7%,5.8,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,10,30,0,0.0%,3.0,0,0,0.0%,0,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,10,30,0,0.53,3.0,-1.8,53
Gabriel Davis,BUF,WR,2020,1,18,18,30,58,179,35,60.3%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,2,11.1%,0,0%,0,-,0,-,0.0,29.5,0,-,0.00,59,33.0%,0.40,0.00,0,0,0,0,0.00,0.0,-3.7,83
Gardner Minshew,JAC,QB,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.0,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
George Kittle,SF,TE,2017,1,40,41,25,70,291,46,65.7%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,2,4,10.0%,0,50%,0,-,39,19.5,9.8,10.8,0,0.0%,0.95,43,14.8%,0.25,0.91,17,2,39,0,0.56,5.9,-0.1,18
Gerald Everett,LAR,TE,2017,1,58,61,33,95,378,52,54.7%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,5,9,15.5%,0,56%,0,-,32,6.4,3.6,4.4,0,0.0%,0.52,40,10.6%,0.31,0.80,15,5,32,0,0.34,8.2,-5.2,12
Giovani Bernard,CIN,RB,2013,1,35,37,34,73,225,47,64.4%,55.9%,15.1,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,15,62,1,6.7%,4.1,0,0,0.0%,0,0,3,4,11.4%,0,75%,0,-,16,5.3,4.0,0.5,1,33.3%,0.43,2,0.9%,0.18,8.00,14,18,78,2,1.07,22.8,8.0,3
Golden Tate,NYG,WR,2010,1,41,42,26,0,0,0,-,-,-,1,1,18,0,0,100.00%,0.00%,18.0,18.0,0,0,0.0,118.8,0.00,0,0,0,-,-,-,-,-,-,0,2,3,7.30%,0,67%,0,-,31,15.5,10.3,0.0,1,50.00%,0.74,0,-,-,-,0,2,31,1,-,11.8,0.0,35
Greg Olsen,SEA,TE,2007,1,36,37,27,68,260,37,54.4%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,4,11.1%,0,0%,0,-,0,-,0.0,4.3,0,-,0.00,17,6.5%,0.21,0.00,0,0,0,0,0.00,0.0,-9.1,37
